index,dt_ms,ok
1204,13.690480,1
1205,11.618668,1
1206,7.210219,1
1207,11.586085,1
1208,12.598995,1
1209,6.272966,1
1210,12.480650,1
1211,11.536356,1
1212,6.240897,1
1213,13.700773,1
1214,11.507114,1
1215,6.180159,1
1216,13.667286,1
1217,10.414964,1
1218,6.235560,1
1219,14.769370,1
1220,10.580343,1
1221,7.203143,1
1222,12.780352,1
1223,10.714987,1
1224,7.281136,1
1225,12.634593,1
1226,11.522320,1
1227,6.141649,1
1228,13.753069,1
1229,10.594044,1
1230,7.361341,1
1231,12.613999,1
1232,11.535149,1
1233,6.117899,1
1234,13.902015,1
1235,10.813718,1
1236,6.314653,1
1237,13.822794,1
1238,10.520320,1
1239,7.326245,1
1240,12.686361,1
1241,10.515777,1
1242,6.113846,1
1243,14.814085,1
1244,10.412967,1
1245,7.385955,1
1246,12.623415,1
1247,10.550906,1
1248,6.155333,1
1249,14.783360,1
1250,10.488316,1
1251,6.255946,1
1252,13.689145,1
1253,11.615397,1
1254,6.141082,1
1255,13.670544,1
1256,10.484680,1
1257,6.237199,1
1258,13.759719,1
1259,11.602750,1
1260,6.216518,1
1261,13.604148,1
1262,10.424864,1
1263,6.114517,1
1264,13.871656,1
1265,11.678348,1
1266,6.183623,1
1267,13.839947,1
1268,10.447947,1
1269,6.209544,1
1270,13.695929,1
1271,11.553264,1
1272,6.224108,1
1273,13.706108,1
1274,10.459482,1
1275,6.233827,1
1276,13.772871,1
1277,11.587656,1
1278,6.274796,1
1279,13.688787,1
1280,10.451466,1
1281,6.131363,1
1282,13.713094,1
1283,11.615133,1
1284,6.281244,1
1285,13.812687,1
1286,10.475479,1
1287,7.265985,1
1288,12.655774,1
1289,11.589708,1
1290,6.260409,1
1291,13.701597,1
1292,11.455729,1
1293,6.136616,1
1294,12.642422,1
1295,11.397240,1
1296,7.341540,1
1297,12.572263,1
1298,10.493527,1
1299,6.256341,1
1300,13.747573,1
1301,12.602915,1
1302,7.319274,1
1303,11.478414,1
1304,10.460277,1
1305,6.240989,1
1306,14.844286,1
1307,10.496508,1
1308,7.342678,1
1309,12.771139,1
1310,11.623838,1
1311,6.196446,1
1312,12.719845,1
1313,11.610663,1
1314,6.238274,1
1315,13.619756,1
1316,10.575278,1
1317,6.187661,1
1318,13.713351,1
1319,12.531444,1
1320,7.263178,1
1321,11.506311,1
1322,10.468718,1
1323,6.310894,1
1324,14.734527,1
1325,10.551530,1
1326,7.238719,1
1327,13.002454,1
1328,11.633460,1
1329,7.350257,1
1330,11.738680,1
1331,11.664403,1
1332,6.316955,1
1333,12.754176,1
1334,11.602509,1
1335,6.264207,1
1336,12.686271,1
1337,6.189558,1
1338,6.374338,1
1339,7.301323,1
1340,11.649450,1
1341,11.567322,1
1342,6.322784,1
1343,12.641426,1
1344,6.317693,1
1345,6.332846,1
1346,6.220043,1
1347,13.949668,1
1348,10.629599,1
1349,7.322637,1
1350,12.752036,1
1351,10.466972,1
1352,6.371393,1
1353,13.778128,1
1354,10.616690,1
1355,6.159801,1
1356,13.879264,1
1357,10.954397,1
1358,6.435473,1
1359,14.757651,1
1360,9.982423,1
1361,6.466377,1
1362,14.316876,1
1363,10.855923,1
1364,6.328714,1
1365,13.031617,1
1366,10.881255,1
1367,6.276787,1
1368,14.470881,1
1369,10.764980,1
1370,7.517985,1
1371,11.991252,1
1372,11.923935,1
1373,6.209697,1
1374,13.020809,1
1375,10.821909,1
1376,6.324928,1
1377,14.359448,1
1378,10.833650,1
1379,6.354816,1
1380,13.070630,1
1381,11.999118,1
1382,6.240464,1
1383,13.003529,1
1384,10.871505,1
1385,6.589435,1
1386,14.147562,1
1387,10.908384,1
1388,6.289310,1
1389,13.008578,1
1390,10.868970,1
1391,6.296775,1
1392,14.204412,1
1393,10.855173,1
1394,7.635882,1
1395,12.933568,1
1396,10.937704,1
1397,6.257580,1
1398,13.004937,1
1399,10.867386,1
1400,6.295064,1
1401,14.197019,1
1402,10.807849,1
1403,7.634830,1
1404,11.945415,1
1405,11.847074,1
1406,6.365789,1
1407,13.156870,1
1408,10.817943,1
1409,6.215319,1
1410,14.131284,1
1411,10.789872,1
1412,7.516678,1
1413,12.955802,1
1414,10.828878,1
1415,6.492393,1
1416,13.026052,1
1417,10.719220,1
1418,6.369949,1
1419,13.999893,1
1420,10.936586,1
1421,6.439065,1
1422,13.278215,1
1423,11.873790,1
1424,6.470208,1
1425,12.906374,1
1426,10.827321,1
1427,6.305130,1
1428,14.061402,1
1429,11.903851,1
1430,7.463256,1
1431,11.882698,1
1432,10.707678,1
1433,7.446985,1
1434,13.052170,1
1435,10.882116,1
1436,6.584124,1
1437,13.020358,1
1438,11.864116,1
1439,7.478592,1
1440,11.948075,1
1441,10.767894,1
1442,6.355246,1
1443,13.055505,1
1444,11.832528,1
1445,6.485743,1
1446,13.061297,1
1447,11.649149,1
1448,6.289819,1
1449,12.655602,1
1450,11.872709,1
1451,6.583080,1
1452,12.993427,1
1453,10.942898,1
1454,6.376439,1
1455,13.805564,1
1456,11.883566,1
1457,7.341220,1
1458,11.577849,1
1459,10.491307,1
1460,6.253929,1
1461,13.744685,1
1462,6.277861,1
1463,6.219812,1
1464,7.239010,1
1465,11.626733,1
1466,11.560093,1
1467,6.275043,1
1468,12.601138,1
1469,6.131187,1
1470,6.153339,1
1471,6.248132,1
1472,12.588844,1
1473,6.237961,1
1474,6.248976,1
1475,7.212190,1
1476,12.691836,1
1477,10.435169,1
1478,6.185883,1
1479,14.923092,1
1480,10.874840,1
1481,6.232711,1
1482,12.662841,1
1483,11.609145,1
1484,7.510003,1
1485,12.962415,1
1486,10.853690,1
1487,6.316536,1
1488,12.941352,1
1489,11.599017,1
1490,7.206295,1
1491,12.628129,1
1492,10.408997,1
